Country,Action taken on climate change,Better transport and roads,Support for people who can't work,Access to clean water and sanitation,Better healthcare,A good education,A responsive government we can trust,Phone and internet access,Reliable energy at home,Affordable and nutritious food,Protecting forests rivers and oceans,Protection against crime and violence,Political freedoms,Freedom from discrimination and persecution,Equality between men and women,Better job opportunities
Azerbaijan,0.0464227198252,0.0638995084653,0.0636264336428,0.0567995630803,0.0892954669579,0.106226105953,0.0729109776079,0.0499726925177,0.0357728017477,0.0537957400328,0.0540688148553,0.0638995084653,0.0608956854178,0.0529765155653,0.0507919169853,0.0786455488804
Bahamas,0.0368968779565,0.0444654683065,0.0567644276254,0.0700094607379,0.077578051088,0.102175969726,0.0832544938505,0.0435193945128,0.042573320719,0.0785241248817,0.0520340586566,0.0766319772942,0.0444654683065,0.0596026490066,0.0614947965941,0.0700094607379
Bahrain,0.0389000892355,0.0376441815117,0.0505007105794,0.0649436494034,0.103381035793,0.113329146974,0.077403576032,0.0309680404534,0.0252173050864,0.0578378557028,0.0324552996001,0.080212843309,0.0607132233863,0.0652080510295,0.0623987837525,0.0988862081502
Bangladesh,0.0473125074049,0.0546265945263,0.0506220133486,0.0542869554915,0.0780774850914,0.111133051617,0.0876189723945,0.0552900754315,0.0352671695431,0.0570040677698,0.0425733580822,0.0715216618617,0.0497294735595,0.053805141977,0.0561431223095,0.0949883495912
Barbados,0.0558202859088,0.0313138189244,0.0381211708645,0.071477195371,0.0816882232811,0.0987066031314,0.0803267528931,0.0381211708645,0.0340367597005,0.0918992511913,0.0510551395507,0.0898570456093,0.0388019060585,0.0626276378489,0.0592239618788,0.0769230769231
Belarus,0.0248276785117,0.0383289834705,0.0327745432644,0.055310178679,0.114936759687,0.108780030784,0.110871310982,0.0471458207857,0.0272535635415,0.0609148096099,0.0748009101251,0.0991601418724,0.0709864150438,0.0671217292378,0.0173158000402,0.0494713243659
Belgium,0.0802160979279,0.0222252615742,0.0302947411612,0.0860288586473,0.0687273473295,0.115161047665,0.0830199001573,0.0253026054845,0.0277644806127,0.076933597757,0.0759762018738,0.0654448471586,0.0567598987896,0.0698898994734,0.0705737536757,0.0456814607126
Belize,0.0480392156863,0.0392156862745,0.0460784313725,0.071568627451,0.0892156862745,0.100980392157,0.0823529411765,0.0333333333333,0.0274509803922,0.0725490196078,0.0656862745098,0.0852941176471,0.0372549019608,0.0647058823529,0.0519607843137,0.0843137254902
Benin,0.0530207394049,0.0432822362489,0.0405770964833,0.0744815148783,0.0860234445446,0.11650135257,0.0627592425609,0.0672678088368,0.04869251578,0.0620378719567,0.0479711451758,0.0708746618575,0.0411181244364,0.0499549143372,0.0515779981966,0.0838593327322
Bhutan,0.0249791840133,0.0354565639745,0.0639050791007,0.0472522897585,0.121079655842,0.138703857896,0.0921454343603,0.0334443519289,0.0181099084097,0.0490563419373,0.0525950596725,0.0704274215931,0.0294199278379,0.0410768803775,0.0653621981682,0.116985845129
Bolivia (Plurinational State of),0.0671204685769,0.0269115086275,0.0303941744499,0.0706031343992,0.0865917365838,0.118094031977,0.0687034984961,0.0338768402723,0.0213709039101,0.0810511318664,0.0839005857211,0.0903910083901,0.030235871458,0.0500237454488,0.0609466518917,0.079784707931
Bosnia and Herzegovina,0.018987045784,0.0398447364729,0.0628069026797,0.0507412430435,0.123415797596,0.118318290231,0.0866576252163,0.0199691343591,0.0219800776318,0.0480755740542,0.0394706074919,0.0947013983071,0.030959173175,0.0538745732591,0.0500397512042,0.140158069494
Botswana,0.0303241547578,0.0411293133496,0.0425235273614,0.0850470547229,0.107354478913,0.119205298013,0.0916695712792,0.0359010108052,0.0365981178111,0.0526315789474,0.0292784942489,0.0815615196933,0.0435691878703,0.0606483095155,0.055768560474,0.0867898222377
Brazil,0.0294102696074,0.0516911619868,0.0293943841857,0.0724311684681,0.11860373498,0.134914885911,0.112751545652,0.0178774535034,0.0203174542659,0.0704899699448,0.0786518995787,0.0920242475076,0.0260806852335,0.0566188197767,0.037715168036,0.0510271513627
Brunei Darussalam,0.0372233400402,0.0372233400402,0.0452716297787,0.0734406438632,0.0865191146881,0.11569416499,0.0835010060362,0.0482897384306,0.0402414486922,0.0734406438632,0.069416498994,0.0845070422535,0.0321931589537,0.0533199195171,0.0422535211268,0.0774647887324
Bulgaria,0.0520009043636,0.0282613610671,0.0397919963825,0.0535835405833,0.105810535835,0.117567262039,0.0994799909564,0.0330092697264,0.0298439972869,0.0633054487904,0.0793579018766,0.0811666289849,0.0359484512774,0.0540357223604,0.0379832692742,0.0888537191951
Burkina Faso,0.0451306413302,0.0399049881235,0.0424386381631,0.0904196357878,0.114806017419,0.127790973872,0.0809184481394,0.0342042755344,0.0316706254949,0.0745843230404,0.0422802850356,0.067458432304,0.0438638163104,0.0429136975455,0.0359461599367,0.0856690419636
Burundi,0.0382327952421,0.0271877655055,0.036533559898,0.071367884452,0.0934579439252,0.118946474087,0.0781648258284,0.0518266779949,0.0314358538658,0.0679694137638,0.053525913339,0.072217502124,0.0662701784197,0.0611724723874,0.0552251486831,0.0764655904843
Cambodia,0.0403381642512,0.0442028985507,0.0417874396135,0.0504830917874,0.104830917874,0.128260869565,0.0905797101449,0.0369565217391,0.0246376811594,0.0446859903382,0.0700483091787,0.0647342995169,0.0739130434783,0.0444444444444,0.0521739130435,0.087922705314
Cameroon,0.0399376557965,0.0700092646148,0.0741041219858,0.0774107193129,0.0780633372064,0.0803487794766,0.0717495789975,0.0688652638368,0.0655381922228,0.0715371582714,0.06369294712,0.0590401654322,0.0495912820487,0.0470396740494,0.0374653856588,0.0456064739695
Canada,0.0725433299349,0.0144302407654,0.0270253313466,0.0988314641989,0.0752097874676,0.103740883068,0.0928084071838,0.0163595012156,0.0204062426476,0.0973884401223,0.0828954591797,0.0628186024626,0.0453140930123,0.0743314249863,0.0765116461454,0.039385146263
Cabo Verde,0.0282700421941,0.0259493670886,0.0658227848101,0.0706751054852,0.122151898734,0.117510548523,0.0791139240506,0.0183544303797,0.0324894514768,0.0552742616034,0.034388185654,0.110548523207,0.0348101265823,0.0495780590717,0.0400843881857,0.114978902954
Central African Republic,0.0541401273885,0.0445859872611,0.0445859872611,0.0859872611465,0.0764331210191,0.127388535032,0.0859872611465,0.0414012738854,0.0382165605096,0.0764331210191,0.0477707006369,0.0955414012739,0.031847133758,0.0509554140127,0.0382165605096,0.0605095541401
Chad,0.0378787878788,0.0429292929293,0.0479797979798,0.0808080808081,0.0959595959596,0.118686868687,0.0732323232323,0.0505050505051,0.0378787878788,0.0883838383838,0.0277777777778,0.0580808080808,0.0530303030303,0.0606060606061,0.0454545454545,0.0808080808081
Chile,0.0646691259505,0.0174659339005,0.0307912369194,0.0664759466988,0.0952345102763,0.130994504254,0.0731762403072,0.0202514492208,0.0332003312505,0.0790484077392,0.095385078672,0.0727245351201,0.0338778890311,0.0626364526086,0.0659489573139,0.0581194007378
China,0.0684358254391,0.076472156025,0.072131767087,0.070534703851,0.0613791796675,0.057375069364,0.0677190209815,0.0504152468525,0.0591850396611,0.0613224391549,0.06386639223,0.0566166204934,0.0632146571676,0.0574156726666,0.0507577721488,0.0631584372101
Colombia,0.0477356181151,0.0348002670524,0.0327139201068,0.0766245688216,0.101382552576,0.134291198398,0.0910759986647,0.0182207633248,0.0172749527095,0.0754283965728,0.0852064092578,0.0721458773784,0.0251613441638,0.0450372760654,0.056442639368,0.0864582174252
Comoros,0.063829787234,0.0673758865248,0.031914893617,0.0957446808511,0.0851063829787,0.120567375887,0.0744680851064,0.0248226950355,0.063829787234,0.0815602836879,0.0780141843972,0.0531914893617,0.0283687943262,0.0425531914894,0.031914893617,0.0567375886525
Congo,0.0360962566845,0.0411096256684,0.0534759358289,0.0705213903743,0.105614973262,0.138368983957,0.0441176470588,0.0521390374332,0.038435828877,0.0711898395722,0.033756684492,0.0691844919786,0.0377673796791,0.052807486631,0.0524732620321,0.102941176471
Costa Rica,0.0638566670495,0.0311243826806,0.0299758814747,0.0803950844148,0.0775238314,0.113816469507,0.0875157918916,0.0230848742391,0.0223957735156,0.0798208338119,0.094177098886,0.087400941771,0.0243482255656,0.0504192029402,0.0601814631905,0.0739634776617
Cote d'Ivoire,0.0230306697425,0.0531205486014,0.0587427044334,0.0672263611038,0.1202208524,0.119250211146,0.067566715829,0.0480152277225,0.0209129070075,0.0779538378147,0.0350313252405,0.0763655157635,0.0444478059726,0.0390525532907,0.0303545992008,0.118708164732
Croatia,0.0420475319927,0.0149908592322,0.0457038391225,0.0764168190128,0.0789762340037,0.109323583181,0.0862888482633,0.0340036563071,0.0296160877514,0.0680073126143,0.07239488117,0.0738574040219,0.0387568555759,0.0694698354662,0.0574040219378,0.102742230347
Cuba,0.0604719764012,0.0221238938053,0.0324483775811,0.0604719764012,0.0899705014749,0.100294985251,0.0884955752212,0.0589970501475,0.0191740412979,0.101769911504,0.0530973451327,0.0589970501475,0.0663716814159,0.0604719764012,0.0516224188791,0.0752212389381
Cyprus,0.0451127819549,0.0300751879699,0.0532099479468,0.0624638519375,0.0855986119144,0.111046847889,0.0954308849046,0.0271833429728,0.0225563909774,0.0688259109312,0.0508964719491,0.085020242915,0.0456911509543,0.0688259109312,0.0607287449393,0.0873337189127
Czech Republic,0.0767590215914,0.0864600634154,0.0552997131209,0.0478068850974,0.0854031405707,0.0957270119281,0.0671523478786,0.03731315114,0.0361618601842,0.0607164426997,0.0567152347879,0.0727955609241,0.0441831496301,0.048693945342,0.0452023252303,0.0836101464593
Congo (Democratic Republic of the),0.0305421994094,0.0502156738455,0.0470076220219,0.0592291399329,0.0777508078106,0.127881448957,0.0748596960468,0.03595337116,0.0299083192901,0.0725715434208,0.0320032157821,0.0878619687389,0.0657689275058,0.0560751998268,0.0463350906758,0.106035775576
Denmark,0.0892027863777,0.0107391640867,0.0325561145511,0.101441563467,0.0595975232198,0.106569272446,0.0839299535604,0.0218653250774,0.0202689628483,0.0743034055728,0.07764125387,0.0649187306502,0.0763835139319,0.0829624613003,0.0642414860681,0.0333784829721
Djibouti,0.0322580645161,0.0408602150538,0.058064516129,0.0903225806452,0.0924731182796,0.129032258065,0.0795698924731,0.0279569892473,0.0408602150538,0.0817204301075,0.0451612903226,0.058064516129,0.0602150537634,0.047311827957,0.0451612903226,0.0709677419355
Dominica,0.0619047619048,0.0238095238095,0.0571428571429,0.0571428571429,0.1,0.114285714286,0.0809523809524,0.0190476190476,0.0333333333333,0.0619047619048,0.0904761904762,0.0714285714286,0.047619047619,0.052380952381,0.0333333333333,0.0952380952381
Dominican Republic,0.0224550959478,0.0345929635242,0.0760346085175,0.0530662298442,0.130892006788,0.141860866817,0.0472162803129,0.0229888444917,0.0409889410904,0.0904482750999,0.0372117696466,0.0569170782343,0.0169596143912,0.0528975915006,0.0366624670807,0.138807366712
Ecuador,0.0486416776473,0.0217555860832,0.0405674395133,0.0666965712523,0.0888446550226,0.119235190221,0.0730606408927,0.025372171914,0.0252880652668,0.0772659732541,0.0761725868401,0.0883119795901,0.0354088984833,0.0517536235947,0.0683506686478,0.0932742717766
Egypt,0.0176003571087,0.0619944945743,0.0564040429806,0.077203498815,0.105198269723,0.13045095601,0.0817842680866,0.0288450297059,0.0323629754807,0.076161931788,0.0190776817694,0.0816248445621,0.0521102360531,0.0479971091201,0.0351050601027,0.0960792441199
El Salvador,0.0599742046432,0.0148323301806,0.0348237317283,0.0685726569218,0.085554600172,0.131126397248,0.0904987102322,0.0137575236457,0.0131126397248,0.0834049871023,0.0773860705073,0.111349957008,0.024505588994,0.0322441960447,0.0623387790198,0.0965176268272
Equatorial Guinea,0.0374331550802,0.0374331550802,0.0588235294118,0.0909090909091,0.0855614973262,0.139037433155,0.0855614973262,0.0534759358289,0.0374331550802,0.0855614973262,0.0427807486631,0.0534759358289,0.0267379679144,0.0588235294118,0.048128342246,0.0588235294118
Eritrea,0.0172413793103,0.0402298850575,0.051724137931,0.0632183908046,0.0747126436782,0.103448275862,0.0919540229885,0.0172413793103,0.0402298850575,0.0689655172414,0.051724137931,0.0689655172414,0.051724137931,0.103448275862,0.0919540229885,0.0632183908046
Estonia,0.0427872860636,0.0358598207009,0.0374898125509,0.0757946210269,0.0847595762021,0.127139364303,0.0810920945395,0.0423797881011,0.0362673186634,0.0823145884271,0.0709046454768,0.0749796251019,0.0358598207009,0.0546047269764,0.0431947840261,0.0745721271394
Ethiopia,0.0507429724113,0.0490127031327,0.0481780003652,0.0621244924399,0.0872090495692,0.10196415995,0.0772534801019,0.0604811713662,0.030484040657,0.0479432402118,0.049525697542,0.0571336654755,0.0702193703211,0.060002956239,0.0592378120354,0.088487188182
Fiji,0.0479207920792,0.0470297029703,0.0536633663366,0.0558415841584,0.0980198019802,0.121485148515,0.0774257425743,0.0337623762376,0.0318811881188,0.0627722772277,0.0509900990099,0.0664356435644,0.0374257425743,0.0469306930693,0.0510891089109,0.117326732673
Finland,0.0674662668666,0.0112443778111,0.0268365817091,0.10179910045,0.0626686656672,0.113643178411,0.0871064467766,0.0244377811094,0.0265367316342,0.084107946027,0.0713643178411,0.0721139430285,0.0551724137931,0.071664167916,0.080059970015,0.0437781109445
France,0.0794623545164,0.0128231537748,0.0233460363237,0.098293679404,0.0641329350774,0.116129364507,0.0790846980465,0.0175610258523,0.0230713770728,0.085264531191,0.0871528135407,0.0698664469393,0.0538160469667,0.0752738009407,0.0767329282109,0.0379888076355
Gabon,0.0224528701546,0.0853632704935,0.0241474263927,0.0420461766575,0.126985808092,0.120737131964,0.109298877356,0.0662995128151,0.0171573819106,0.0514721457318,0.0296547341665,0.0843041728447,0.036327049354,0.030078373226,0.0419402668926,0.111734801949
Gambia,0.0331369661267,0.0412371134021,0.0360824742268,0.0729013254786,0.112665684831,0.122974963181,0.0817378497791,0.0331369661267,0.0441826215022,0.0751104565538,0.0301914580265,0.0677466863034,0.0574374079529,0.0522827687776,0.0478645066274,0.0913107511046
Georgia,0.0269104803493,0.0323689956332,0.0621179039301,0.0348253275109,0.109170305677,0.129858078603,0.0822598253275,0.0275109170306,0.0186135371179,0.0568777292576,0.0542576419214,0.0868995633188,0.0526200873362,0.061135371179,0.0487445414847,0.115829694323
Germany,0.0781571241667,0.0125537349698,0.0267896081241,0.0913961746932,0.0595913027226,0.1220484705,0.0824559217494,0.0247959628684,0.0242975515544,0.0744813407264,0.0847922247835,0.0586567815089,0.0731107096131,0.0824247710423,0.066382156875,0.0380661641019
Ghana,0.0192340585872,0.0417056066078,0.0505008688668,0.0728955698948,0.109261549979,0.130520898664,0.0691375040593,0.0547125798527,0.036923740515,0.0767924561043,0.0321815373861,0.0702728564027,0.0316163401496,0.0454810249901,0.0418989635572,0.116864444384
Greece,0.0530395756834,0.0193118455052,0.0511355909153,0.0690874473004,0.105807153543,0.116415068679,0.0977832177343,0.0199918400653,0.0221678226574,0.063239494084,0.0684074527404,0.0843193254454,0.0511355909153,0.0524955800354,0.0391676866585,0.0864953080375
Grenada,0.0555555555556,0.0222222222222,0.0518518518519,0.0666666666667,0.107407407407,0.125925925926,0.0703703703704,0.0222222222222,0.0296296296296,0.0888888888889,0.0481481481481,0.0740740740741,0.0222222222222,0.0407407407407,0.0555555555556,0.118518518519
Guatemala,0.0391300218444,0.0242188241998,0.031342007788,0.0662930952607,0.0908918225852,0.132396238959,0.0898470889923,0.0207047202963,0.0173805679552,0.0816791718112,0.0705670054136,0.0981099819546,0.0219394054516,0.041599392155,0.0721815936936,0.101719061639
Guinea,0.0449515905947,0.0463347164592,0.0497925311203,0.0850622406639,0.0982019363762,0.121715076072,0.0719225449516,0.0525587828492,0.0449515905947,0.0719225449516,0.051867219917,0.0712309820194,0.0331950207469,0.0414937759336,0.0470262793914,0.0677731673582
Guinea-Bissau,0.0331125827815,0.0331125827815,0.0198675496689,0.112582781457,0.132450331126,0.145695364238,0.0993377483444,0.0132450331126,0.0397350993377,0.0860927152318,0.0529801324503,0.0794701986755,0.0331125827815,0.0264900662252,0.0397350993377,0.0529801324503
Guyana,0.0506787330317,0.0307692307692,0.0217194570136,0.0579185520362,0.0904977375566,0.107692307692,0.0941176470588,0.0298642533937,0.0443438914027,0.0669683257919,0.0461538461538,0.0986425339367,0.0434389140271,0.0669683257919,0.0552036199095,0.0950226244344
Haiti,0.0248634068746,0.0599626530189,0.0749360260046,0.0634898679023,0.122311363165,0.140777370496,0.0683657237707,0.0338543467736,0.0292551352099,0.0832007746041,0.0412545819213,0.0611038107753,0.0234801853517,0.0341655716163,0.031641192337,0.107337990179
Honduras,0.0368182713133,0.0267769245915,0.0454813939752,0.0561134081512,0.0935223469187,0.134081512109,0.10907658988,0.0157511321126,0.0179169127781,0.0700925379012,0.0691080921441,0.116361488482,0.0238235873203,0.0444969482182,0.0500098444576,0.0905690096476
Hungary,0.0679863481229,0.0230716723549,0.0326279863481,0.0774061433447,0.0854607508532,0.10662116041,0.0839590443686,0.0227986348123,0.0393174061433,0.0713993174061,0.0793174061433,0.0750853242321,0.0514675767918,0.0664846416382,0.0458703071672,0.0711262798635
Iceland,0.0555555555556,0.0280970625798,0.036398467433,0.0772669220945,0.0670498084291,0.109833971903,0.0906768837803,0.029374201788,0.0280970625798,0.0702426564496,0.0657726692209,0.0708812260536,0.0498084291188,0.0657726692209,0.105363984674,0.0498084291188
India,0.0279438145248,0.0498293844921,0.0576515853166,0.0672336623241,0.0923125779466,0.119433575554,0.0698075152425,0.0374395297567,0.0360869819483,0.0683400450713,0.059507343471,0.0680741596047,0.0368778382084,0.0484394359148,0.0683971662457,0.0926253843779
Indonesia,0.0293396976929,0.0667939538584,0.0411084592946,0.0531264916468,0.105987801644,0.127244762662,0.100694775922,0.0446194643331,0.0254044020154,0.0680721294086,0.0688835852559,0.0685070273137,0.0209069212411,0.0539167329621,0.0281675948024,0.097226199947
Iran (Islamic Republic of),0.0491360841379,0.0529200634373,0.0709217884867,0.050944603656,0.0706157313375,0.0884505161236,0.0744275340141,0.0695306196266,0.0535600011129,0.0563423388331,0.0535878244901,0.0592637934392,0.0567875128683,0.0574830972984,0.06502323252,0.0710052586183
Iraq,0.0265747033168,0.045947864895,0.0699868140785,0.0516279541536,0.0828684450756,0.105487371944,0.102038746323,0.0385434628258,0.0512222334922,0.046860736383,0.0288061669541,0.0939243330967,0.0509179429962,0.0669439091186,0.0513236636576,0.0869256516888
Ireland,0.0621518987342,0.0162025316456,0.0298734177215,0.0879746835443,0.0872151898734,0.112025316456,0.0949367088608,0.0221518987342,0.019746835443,0.0839240506329,0.0621518987342,0.0729113924051,0.0453164556962,0.0753164556962,0.0707594936709,0.0573417721519
Israel,0.0430711610487,0.0330836454432,0.039950062422,0.0661672908864,0.0749063670412,0.116729088639,0.0820848938826,0.0333957553059,0.0274656679151,0.0720973782772,0.0602372034956,0.0920724094881,0.0561797752809,0.0786516853933,0.0611735330836,0.062734082397
Italy,0.0647258029277,0.0180795280752,0.0379615468648,0.0790364867817,0.0702971378632,0.112246012672,0.101649552108,0.0227223071881,0.0255625955866,0.0658728424732,0.0731374262617,0.0625409656981,0.0436967445925,0.0810028402884,0.0666921564343,0.074776054184
Jamaica,0.0300961836798,0.0459199503568,0.0465404902265,0.0617437170338,0.0902885510394,0.114799875892,0.0946323301272,0.0378529320509,0.0366118523115,0.0722928948185,0.0459199503568,0.0964939497363,0.0291653738753,0.0499534595098,0.0452994104871,0.102389078498
Japan,0.0442614047791,0.030367487328,0.0353005068791,0.0832277335264,0.0921433743664,0.118980811007,0.0798787110789,0.0246650977552,0.0441708906589,0.0713703837799,0.0693338160753,0.0881154960174,0.0412744388125,0.0661205648081,0.0501900796524,0.0605992034757
Jordan,0.03184291491,0.071011521737,0.0583505270723,0.0654907584343,0.0832121768101,0.0927998251372,0.0840070077595,0.0417882371643,0.0431825031214,0.0718626532119,0.0320051928955,0.0700842189627,0.0549956781067,0.0456564144514,0.0605826773218,0.0931276929038
Kazakhstan,0.029501216545,0.0485097323601,0.0399939172749,0.0760340632603,0.112530413625,0.127433090024,0.0980839416058,0.0313260340633,0.0308698296837,0.0696472019465,0.0746654501217,0.0865267639903,0.0386253041363,0.0558090024331,0.026003649635,0.0544403892944
Kenya,0.0725657262798,0.0284873172294,0.0388932370415,0.0586200149418,0.09691735743,0.0992386780035,0.0949695826959,0.0483830801523,0.0368832046675,0.0729481660678,0.0806058557757,0.105295456971,0.0230175388666,0.043002241275,0.0375324629122,0.0626400796898
Kiribati,0.0538461538462,0.0641025641026,0.0717948717949,0.0769230769231,0.0974358974359,0.125641025641,0.0769230769231,0.0333333333333,0.0435897435897,0.0666666666667,0.0205128205128,0.0564102564103,0.025641025641,0.0358974358974,0.0307692307692,0.120512820513
Kuwait,0.0361243349202,0.0439652758331,0.0565667880146,0.0593671240549,0.0994119294315,0.111173340801,0.0904508541025,0.0436852422291,0.0338840660879,0.0638476617194,0.0408849061887,0.0845701484178,0.042845141417,0.0554466535984,0.0481657798936,0.0896107532904
Kyrgyzstan,0.0267002761544,0.0388221694175,0.0668068845932,0.063804508381,0.0969912015927,0.121363432021,0.0834243144307,0.0555680431572,0.0372166206409,0.0754929034744,0.0352417956458,0.0664857748378,0.0320788645559,0.0351454627192,0.046737524886,0.118120223492
Lao People's Democratic Republic,0.0472222222222,0.0458333333333,0.0347222222222,0.0875,0.0861111111111,0.120833333333,0.0736111111111,0.0513888888889,0.0333333333333,0.0597222222222,0.0666666666667,0.0680555555556,0.0638888888889,0.0541666666667,0.0625,0.0444444444444
Latvia,0.0432098765432,0.0452674897119,0.0363511659808,0.0685871056241,0.0980795610425,0.109053497942,0.0884773662551,0.0315500685871,0.0349794238683,0.0706447187929,0.082304526749,0.0733882030178,0.0411522633745,0.0685871056241,0.0349794238683,0.0733882030178
Lebanon,0.0362927414517,0.0463407318536,0.0502399520096,0.0587882423515,0.0854829034193,0.0949310137972,0.0968806238752,0.0325434913017,0.0380923815237,0.0548890221956,0.0556388722256,0.0883323335333,0.0473905218956,0.0619376124775,0.0587882423515,0.0934313137373
Lesotho,0.0174396766058,0.0816445167868,0.0711002200082,0.0606453574687,0.12028905146,0.143130556102,0.0518629151985,0.0447976103171,0.0429105478741,0.0515767256336,0.0185128874738,0.0648219364301,0.0330101776164,0.0322052694654,0.036372905003,0.129679646556
Liberia,0.00938619944252,0.11121224188,0.0372603674839,0.106832015473,0.134421753228,0.150008532909,0.0478411741282,0.0567722851129,0.0387962910291,0.047784288071,0.0129131349906,0.04903578133,0.020023892144,0.0166676147676,0.0340747482792,0.126969679731
Libya,0.0300486080424,0.0508174988953,0.0570039770217,0.0505965532479,0.0992045956695,0.117543084401,0.0899248784799,0.0510384445426,0.0430844012373,0.0479452054795,0.0366769774635,0.0914714980115,0.0528060097216,0.0550154661953,0.0455148033584,0.0813079982324
Liechtenstein,0.0714285714286,0.0396825396825,0.0238095238095,0.0793650793651,0.047619047619,0.0873015873016,0.0793650793651,0.0396825396825,0.0396825396825,0.0714285714286,0.0873015873016,0.0714285714286,0.047619047619,0.0793650793651,0.0555555555556,0.0793650793651
Lithuania,0.0469404861693,0.0377200335289,0.0314333612741,0.0607711651299,0.0834031852473,0.11693210394,0.0867560771165,0.0381391450126,0.0368818105616,0.0653813914501,0.0666387259011,0.0834031852473,0.0469404861693,0.0620284995809,0.0431684828164,0.093461860855
Luxembourg,0.0708534621578,0.0144927536232,0.0193236714976,0.0990338164251,0.0700483091787,0.130434782609,0.0724637681159,0.0161030595813,0.024959742351,0.0780998389694,0.0805152979066,0.0764895330113,0.0579710144928,0.0805152979066,0.0676328502415,0.0410628019324
Madagascar,0.0353690685413,0.0439367311072,0.0404217926186,0.0728251318102,0.0971001757469,0.126427943761,0.093255711775,0.0316344463972,0.0283391915641,0.0716168717047,0.0671133567663,0.0869947275923,0.0244947275923,0.041190685413,0.0445957820738,0.094683655536
Malawi,0.0445768772348,0.0493047278506,0.0543106873262,0.0725864123957,0.114541120381,0.128645212555,0.0514501390544,0.043901470004,0.0485895907827,0.0760826380612,0.0405244338498,0.0485101311085,0.0321811680572,0.043186332936,0.0437425506555,0.107866507747
Malaysia,0.030748437236,0.0530832910965,0.0352424396013,0.0521033958439,0.0978205778003,0.117722588275,0.0957594188207,0.0607872951512,0.0279101199527,0.0575435039703,0.0654840344653,0.078526778172,0.0446359182294,0.0533198175367,0.0374049670552,0.0919074167934
Maldives,0.0343603946685,0.0432750562576,0.0435347065951,0.0527090185217,0.118963129652,0.123204085165,0.0884542149905,0.0575558248226,0.0250995326294,0.0585078760602,0.0282586117362,0.0927817206162,0.0353124459062,0.0437078068201,0.0439241821014,0.110351393457
Mali,0.0297596337276,0.0450209843571,0.0446394505914,0.0946203739031,0.115604731019,0.136207554369,0.0770698206791,0.0377718428081,0.0305227012591,0.0721098817245,0.0339565051507,0.0751621518504,0.0259442960702,0.0362457077451,0.0412056466997,0.104158718047
