Country,Action taken on climate change,Better transport and roads,Support for people who can't work,Access to clean water and sanitation,Better healthcare,A good education,A responsive government we can trust,Phone and internet access,Reliable energy at home,Affordable and nutritious food,Protecting forests rivers and oceans,Protection against crime and violence,Political freedoms,Freedom from discrimination and persecution,Equality between men and women,Better job opportunities
Norway,0.085005903,0.021841795,0.031523022,0.095159386,0.063872491,0.108854782,0.090791027,0.024911452,0.021487603,0.06635183,0.068713105,0.072491145,0.070838253,0.076033058,0.072136954,0.029988194
Singapore,0.053751218,0.030204612,0.03783696,0.086554076,0.070964599,0.10912634,0.10068204,0.032478077,0.024520948,0.074050016,0.062357908,0.088989932,0.036700227,0.073238064,0.055375122,0.06316986
Mauritania,0.048048048,0.042042042,0.05005005,0.074074074,0.082082082,0.129129129,0.084084084,0.039039039,0.036036036,0.072072072,0.04004004,0.071071071,0.041041041,0.062062062,0.047047047,0.082082082
Ecuador,0.048641678,0.021755586,0.04056744,0.066696571,0.088844655,0.11923519,0.073060641,0.025372172,0.025288065,0.077265973,0.076172587,0.08831198,0.035408898,0.051753624,0.068350669,0.093274272
Jordan,0.031842915,0.071011522,0.058350527,0.065490758,0.083212177,0.092799825,0.084007008,0.041788237,0.043182503,0.071862653,0.032005193,0.070084219,0.054995678,0.045656414,0.060582677,0.093127693
Venezuela (Bolivarian Republic of),0.039479628,0.031077785,0.024031078,0.058948414,0.088400036,0.126253501,0.099783178,0.017842624,0.018926732,0.077875147,0.060755262,0.122188093,0.060393893,0.053347186,0.037943807,0.082753636
Swaziland,0.036292989,0.04770172,0.05828373,0.084325397,0.103009259,0.122271825,0.075727513,0.033151455,0.029761905,0.066137566,0.029679233,0.084821429,0.029431217,0.048611111,0.049437831,0.10135582
Armenia,0.043587174,0.050601202,0.051102204,0.057114228,0.092184369,0.108216433,0.092184369,0.029559118,0.031563126,0.066633267,0.064629259,0.068136273,0.054609218,0.048597194,0.051102204,0.090180361
Morocco,0.023664093,0.07326649,0.076746956,0.101521263,0.077849487,0.051438669,0.049245131,0.020802121,0.017609773,0.033229611,0.05527256,0.129265107,0.024278745,0.064400138,0.100553187,0.100856671
Ghana,0.019234059,0.041705607,0.050500869,0.07289557,0.10926155,0.130520899,0.069137504,0.05471258,0.036923741,0.076792456,0.032181537,0.070272856,0.03161634,0.045481025,0.041898964,0.116864444
Sao Tome and Principe,0.044444444,0.011111111,0.05,0.094444444,0.1,0.116666667,0.088888889,0.038888889,0.022222222,0.061111111,0.061111111,0.077777778,0.016666667,0.066666667,0.05,0.1
Chad,0.037878788,0.042929293,0.047979798,0.080808081,0.095959596,0.118686869,0.073232323,0.050505051,0.037878788,0.088383838,0.027777778,0.058080808,0.053030303,0.060606061,0.045454545,0.080808081
Pakistan,0.021473147,0.034165859,0.067082247,0.054375879,0.092296978,0.134519534,0.096188773,0.0427756,0.037040324,0.06662479,0.031571329,0.071943576,0.02989854,0.056075979,0.054054977,0.109912469
Belgium,0.080216098,0.022225262,0.030294741,0.086028859,0.068727347,0.115161048,0.0830199,0.025302605,0.027764481,0.076933598,0.075976202,0.065444847,0.056759899,0.069889899,0.070573754,0.045681461
Liberia,0.009386199,0.111212242,0.037260367,0.106832015,0.134421753,0.150008533,0.047841174,0.056772285,0.038796291,0.047784288,0.012913135,0.049035781,0.020023892,0.016667615,0.034074748,0.12696968
Germany,0.078157124,0.012553735,0.026789608,0.091396175,0.059591303,0.122048471,0.082455922,0.024795963,0.024297552,0.074481341,0.084792225,0.058656782,0.07311071,0.082424771,0.066382157,0.038066164
Papua New Guinea,0.039529915,0.055555556,0.021367521,0.064102564,0.105769231,0.120726496,0.102564103,0.028846154,0.018162393,0.048076923,0.064102564,0.09508547,0.027777778,0.052350427,0.082264957,0.073717949
Benin,0.053020739,0.043282236,0.040577096,0.074481515,0.086023445,0.116501353,0.062759243,0.067267809,0.048692516,0.062037872,0.047971145,0.070874662,0.041118124,0.049954914,0.051577998,0.083859333
Djibouti,0.032258065,0.040860215,0.058064516,0.090322581,0.092473118,0.129032258,0.079569892,0.027956989,0.040860215,0.08172043,0.04516129,0.058064516,0.060215054,0.047311828,0.04516129,0.070967742
Comoros,0.063829787,0.067375887,0.031914894,0.095744681,0.085106383,0.120567376,0.074468085,0.024822695,0.063829787,0.081560284,0.078014184,0.053191489,0.028368794,0.042553191,0.031914894,0.056737589
Antigua and Barbuda,0.060897436,0.045940171,0.061965812,0.074786325,0.087606838,0.091880342,0.069444444,0.061965812,0.049145299,0.086538462,0.056623932,0.060897436,0.043803419,0.032051282,0.040598291,0.075854701
United States,0.063131823,0.018145601,0.02470727,0.087317877,0.079358217,0.112433232,0.092703779,0.022614324,0.026485063,0.089818908,0.070493499,0.067378322,0.048937769,0.073826859,0.069042982,0.053604474
Paraguay,0.017004446,0.126970379,0.023471332,0.054622091,0.1171257,0.12717247,0.061752988,0.014348403,0.013597783,0.033489231,0.060684797,0.059558866,0.03184364,0.070183036,0.073185519,0.114989318
Palau,0.075757576,0.015151515,0.007575758,0.106060606,0.090909091,0.075757576,0.083333333,0.045454545,0.068181818,0.106060606,0.121212121,0.060606061,0.045454545,0.045454545,0.007575758,0.045454545
India,0.027943815,0.049829384,0.057651585,0.067233662,0.092312578,0.119433576,0.069807515,0.03743953,0.036086982,0.068340045,0.059507343,0.06807416,0.036877838,0.048439436,0.068397166,0.092625384
Burundi,0.038232795,0.027187766,0.03653356,0.071367884,0.093457944,0.118946474,0.078164826,0.051826678,0.031435854,0.067969414,0.053525913,0.072217502,0.066270178,0.061172472,0.055225149,0.07646559
Syrian Arab Republic,0.027122642,0.036360063,0.065055031,0.048349057,0.069378931,0.110455975,0.077633648,0.050904088,0.053852201,0.068003145,0.037735849,0.085495283,0.061713836,0.072720126,0.040683962,0.094536164
Bhutan,0.024979184,0.035456564,0.063905079,0.04725229,0.121079656,0.138703858,0.092145434,0.033444352,0.018109908,0.049056342,0.05259506,0.070427422,0.029419928,0.04107688,0.065362198,0.116985845
Slovenia,0.046584939,0.019614711,0.03642732,0.090367776,0.074605954,0.109632224,0.096322242,0.022767075,0.027670753,0.081611208,0.08056042,0.070052539,0.037127846,0.062697023,0.053590193,0.090367776
Cameroon,0.039937656,0.070009265,0.074104122,0.077410719,0.078063337,0.080348779,0.071749579,0.068865264,0.065538192,0.071537158,0.063692947,0.059040165,0.049591282,0.047039674,0.037465386,0.045606474
Bulgaria,0.052000904,0.028261361,0.039791996,0.053583541,0.105810536,0.117567262,0.099479991,0.03300927,0.029843997,0.063305449,0.079357902,0.081166629,0.035948451,0.054035722,0.037983269,0.088853719
Korea (Republic of),0.026686062,0.033992462,0.062776781,0.069573878,0.083195979,0.07104946,0.119614604,0.021676757,0.035813393,0.056881428,0.069097715,0.120148326,0.038471534,0.084345398,0.046979678,0.059696546
Philippines,0.036066081,0.026326251,0.050342961,0.061695052,0.122749617,0.144835398,0.091132243,0.02515886,0.031336568,0.082433601,0.061679277,0.074763524,0.015721921,0.033863813,0.02389366,0.118001174
Kazakhstan,0.029501217,0.048509732,0.039993917,0.076034063,0.112530414,0.12743309,0.098083942,0.031326034,0.03086983,0.069647202,0.07466545,0.086526764,0.038625304,0.055809002,0.02600365,0.054440389
Spain,0.054679994,0.006704687,0.044980683,0.08071176,0.090472394,0.135545062,0.109329327,0.011814967,0.017415834,0.088264753,0.066208786,0.058277631,0.041894074,0.049539053,0.072606856,0.071554138
Italy,0.064725803,0.018079528,0.037961547,0.079036487,0.070297138,0.112246013,0.101649552,0.022722307,0.025562596,0.065872842,0.073137426,0.062540966,0.043696745,0.08100284,0.066692156,0.074776054
New Zealand,0.074752098,0.011089597,0.023939447,0.104324356,0.06090477,0.093117409,0.090418354,0.016722408,0.020594966,0.105849909,0.103092179,0.076747052,0.047116118,0.080736959,0.060963445,0.029630934
United Kingdom,0.062593984,0.021893284,0.028984371,0.093559583,0.073554879,0.104335184,0.089939209,0.021650976,0.03022442,0.090758782,0.072450238,0.079448677,0.044499241,0.076982832,0.061838551,0.047285789
Tunisia,0.024954223,0.036457111,0.052584628,0.052373351,0.091835297,0.123879055,0.075660829,0.058664726,0.027325227,0.075003521,0.032654115,0.087515846,0.040940889,0.054110522,0.053054134,0.112986525
Barbados,0.055820286,0.031313819,0.038121171,0.071477195,0.081688223,0.098706603,0.080326753,0.038121171,0.03403676,0.091899251,0.05105514,0.089857046,0.038801906,0.062627638,0.059223962,0.076923077
Ukraine,0.025433015,0.070403287,0.046561918,0.06828248,0.100219581,0.100215414,0.101415399,0.040907822,0.038028691,0.066557501,0.061907559,0.087965567,0.037016204,0.042370304,0.024428861,0.088286396
Bolivia (Plurinational State of),0.067120469,0.026911509,0.030394174,0.070603134,0.086591737,0.118094032,0.068703498,0.03387684,0.021370904,0.081051132,0.083900586,0.090391008,0.030235871,0.050023745,0.060946652,0.079784708
Timor-Leste,0.027027027,0.049786629,0.036984353,0.092460882,0.102418208,0.145092461,0.071123755,0.038406828,0.024182077,0.073968706,0.048364154,0.07254623,0.031294452,0.055476529,0.055476529,0.075391181
Mali,0.029759634,0.045020984,0.044639451,0.094620374,0.115604731,0.136207554,0.077069821,0.037771843,0.030522701,0.072109882,0.033956505,0.075162152,0.025944296,0.036245708,0.041205647,0.104158718
Honduras,0.036818271,0.026776925,0.045481394,0.056113408,0.093522347,0.134081512,0.10907659,0.015751132,0.017916913,0.070092538,0.069108092,0.116361488,0.023823587,0.044496948,0.050009844,0.09056901
Malta,0.064262295,0.034098361,0.032786885,0.081311475,0.070163934,0.106229508,0.095081967,0.027540984,0.037377049,0.081967213,0.06557377,0.078688525,0.034098361,0.067540984,0.066229508,0.05704918
Sweden,0.097238737,0.010613467,0.025718941,0.107940283,0.063416568,0.107764126,0.07865416,0.01779187,0.017747831,0.063768882,0.080195534,0.0565024,0.065838728,0.080812084,0.093671555,0.032324834
Trinidad and Tobago,0.047198642,0.028183362,0.032937182,0.06893039,0.108319185,0.098811545,0.100848896,0.021731749,0.017317487,0.089643463,0.068251273,0.106621392,0.031239389,0.066893039,0.04040747,0.072665535
Brunei Darussalam,0.03722334,0.03722334,0.04527163,0.073440644,0.086519115,0.115694165,0.083501006,0.048289738,0.040241449,0.073440644,0.069416499,0.084507042,0.032193159,0.05331992,0.042253521,0.077464789
Kenya,0.072565726,0.028487317,0.038893237,0.058620015,0.096917357,0.099238678,0.094969583,0.04838308,0.036883205,0.072948166,0.080605856,0.105295457,0.023017539,0.043002241,0.037532463,0.06264008
El Salvador,0.059974205,0.01483233,0.034823732,0.068572657,0.0855546,0.131126397,0.09049871,0.013757524,0.01311264,0.083404987,0.077386071,0.111349957,0.024505589,0.032244196,0.062338779,0.096517627
Brazil,0.02941027,0.051691162,0.029394384,0.072431168,0.118603735,0.134914886,0.112751546,0.017877454,0.020317454,0.07048997,0.0786519,0.092024248,0.026080685,0.05661882,0.037715168,0.051027151
Samoa,0.059273423,0.013384321,0.055449331,0.080305927,0.108986616,0.131931166,0.066921606,0.013384321,0.019120459,0.072657744,0.057361377,0.07456979,0.026768642,0.051625239,0.080305927,0.087954111
Nicaragua,0.025953066,0.033804414,0.050292245,0.056878653,0.095830062,0.121245166,0.053941667,0.073526418,0.02740702,0.08001105,0.040870627,0.086190352,0.031856117,0.047965919,0.057256681,0.116970543
Central African Republic,0.054140127,0.044585987,0.044585987,0.085987261,0.076433121,0.127388535,0.085987261,0.041401274,0.038216561,0.076433121,0.047770701,0.095541401,0.031847134,0.050955414,0.038216561,0.060509554
Niger,0.05808656,0.035307517,0.039863326,0.09453303,0.10022779,0.133257403,0.095671982,0.04214123,0.041002278,0.091116173,0.038724374,0.072892938,0.0261959,0.035307517,0.037585421,0.05808656
Angola,0.046989051,0.046076642,0.055656934,0.083485401,0.080748175,0.110857664,0.071167883,0.051094891,0.043339416,0.059762774,0.046989051,0.073448905,0.042427007,0.0625,0.045620438,0.079835766
Lao People's Democratic Republic,0.047222222,0.045833333,0.034722222,0.0875,0.086111111,0.120833333,0.073611111,0.051388889,0.033333333,0.059722222,0.066666667,0.068055556,0.063888889,0.054166667,0.0625,0.044444444
Malawi,0.044576877,0.049304728,0.054310687,0.072586412,0.11454112,0.128645213,0.051450139,0.04390147,0.048589591,0.076082638,0.040524434,0.048510131,0.032181168,0.043186333,0.043742551,0.107866508
Senegal,0.059058557,0.040509233,0.009001208,0.139750397,0.092587107,0.135618197,0.090027269,0.005271593,0.01557171,0.07548861,0.05172846,0.060714476,0.018648072,0.083646667,0.020486293,0.101892153
Albania,0.029100529,0.06867284,0.042328042,0.040013228,0.119102734,0.113315697,0.096230159,0.021660053,0.030368166,0.075286596,0.052083333,0.096781305,0.028384039,0.037808642,0.042989418,0.10587522
Oman,0.029105392,0.041666667,0.059436275,0.041973039,0.076593137,0.098345588,0.100490196,0.031862745,0.023284314,0.043504902,0.031556373,0.093443627,0.075980392,0.083026961,0.068014706,0.101715686
Gabon,0.02245287,0.08536327,0.024147426,0.042046177,0.126985808,0.120737132,0.109298877,0.066299513,0.017157382,0.051472146,0.029654734,0.084304173,0.036327049,0.030078373,0.041940267,0.111734802
Uganda,0.037685388,0.059384877,0.039569657,0.088560661,0.11129346,0.108740579,0.073000243,0.046134209,0.033673717,0.057500608,0.047836129,0.068259178,0.042669584,0.051118405,0.047228301,0.087345004
Argentina,0.058833545,0.021298331,0.029207814,0.08782466,0.077608891,0.134507631,0.101910039,0.014828344,0.023527227,0.093365941,0.076509922,0.08852119,0.034826487,0.050165619,0.041791784,0.065272575
Seychelles,0.056306306,0.013513514,0.024774775,0.067567568,0.096846847,0.11036036,0.128378378,0.022522523,0.02027027,0.067567568,0.076576577,0.094594595,0.038288288,0.063063063,0.051801802,0.067567568
Ireland,0.062151899,0.016202532,0.029873418,0.087974684,0.08721519,0.112025316,0.094936709,0.022151899,0.019746835,0.083924051,0.062151899,0.072911392,0.045316456,0.075316456,0.070759494,0.057341772
Sri Lanka,0.054308777,0.052182764,0.056545713,0.072879695,0.083806598,0.105808561,0.07764884,0.043455823,0.049382362,0.066004326,0.057486732,0.061465879,0.049910937,0.052068196,0.054185096,0.062859701
Dominican Republic,0.022455096,0.034592964,0.076034609,0.05306623,0.130892007,0.141860867,0.04721628,0.022988844,0.040988941,0.090448275,0.03721177,0.056917078,0.016959614,0.052897592,0.036662467,0.138807367
Guatemala,0.039130022,0.024218824,0.031342008,0.066293095,0.090891823,0.132396239,0.089847089,0.02070472,0.017380568,0.081679172,0.070567005,0.098109982,0.021939405,0.041599392,0.072181594,0.101719062
Slovakia,0.038307187,0.036847866,0.032469901,0.07260124,0.097044874,0.116016053,0.083910981,0.023349143,0.027727107,0.080627508,0.069317767,0.080627508,0.045238964,0.056548705,0.046333455,0.09303174
Croatia,0.042047532,0.014990859,0.045703839,0.076416819,0.078976234,0.109323583,0.086288848,0.034003656,0.029616088,0.068007313,0.072394881,0.073857404,0.038756856,0.069469835,0.057404022,0.10274223
South Africa,0.032508017,0.048720302,0.048803748,0.080906457,0.09139676,0.117729803,0.081299844,0.034617998,0.033914671,0.063072943,0.039493604,0.099443299,0.027560885,0.054978721,0.051009096,0.094543851
Indonesia,0.029339698,0.066793954,0.041108459,0.053126492,0.105987802,0.127244763,0.100694776,0.044619464,0.025404402,0.068072129,0.068883585,0.068507027,0.020906921,0.053916733,0.028167595,0.0972262
Kiribati,0.053846154,0.064102564,0.071794872,0.076923077,0.097435897,0.125641026,0.076923077,0.033333333,0.043589744,0.066666667,0.020512821,0.056410256,0.025641026,0.035897436,0.030769231,0.120512821
Poland,0.040093513,0.039509059,0.031794272,0.067329047,0.093980129,0.106604325,0.085447107,0.03635301,0.030508475,0.057276447,0.073758036,0.086148451,0.045821157,0.073641146,0.0528346,0.078901227
Russian Federation,0.024790974,0.054748257,0.030504947,0.067508854,0.108839315,0.123863595,0.099364708,0.046277703,0.027711855,0.071762386,0.087754208,0.091861696,0.046131659,0.057358794,0.022198693,0.039322356
Australia,0.045183862,0.031552289,0.040022251,0.079581918,0.07361225,0.11049596,0.073600539,0.045927509,0.040888863,0.089492329,0.0731321,0.054368193,0.051138892,0.06597084,0.064287387,0.060744818
Switzerland,0.075874486,0.011145405,0.025205761,0.098165295,0.063443073,0.123799726,0.08590535,0.017832647,0.017746914,0.0781893,0.082133059,0.067558299,0.058041838,0.080847051,0.075617284,0.038494513
Suriname,0.058500914,0.036563071,0.034734918,0.060329068,0.093235832,0.111517367,0.091407678,0.040219378,0.040219378,0.080438757,0.073126143,0.087751371,0.021937843,0.043875686,0.0511883,0.074954296
Sudan,0.016889629,0.06127695,0.069024819,0.075415,0.108234826,0.128962184,0.081316414,0.023316015,0.025343495,0.07563223,0.027099437,0.067576619,0.04923879,0.046595826,0.037381655,0.106696113
Montenegro,0.048744461,0.029542097,0.032496307,0.048744461,0.082717873,0.106351551,0.097488922,0.035450517,0.042836041,0.062038405,0.070901034,0.073855244,0.059084195,0.0605613,0.050221566,0.098966027
Saint Lucia,0.057471264,0.022988506,0.034482759,0.054597701,0.091954023,0.103448276,0.08045977,0.022988506,0.020114943,0.086206897,0.068965517,0.103448276,0.025862069,0.066091954,0.063218391,0.097701149
Qatar,0.041349653,0.042342044,0.057227919,0.065167053,0.100231558,0.118094608,0.083030103,0.045319219,0.033741317,0.06549785,0.052927555,0.07376778,0.036718492,0.052596758,0.045980814,0.086007278
Finland,0.067466267,0.011244378,0.026836582,0.1017991,0.062668666,0.113643178,0.087106447,0.024437781,0.026536732,0.084107946,0.071364318,0.072113943,0.055172414,0.071664168,0.08005997,0.043778111
Uzbekistan,0.039661555,0.042305658,0.047593866,0.069275516,0.103648863,0.126388154,0.089899524,0.040719196,0.041776838,0.047065045,0.048122686,0.085668958,0.03648863,0.052353252,0.041248017,0.087784241
France,0.079462355,0.012823154,0.023346036,0.098293679,0.064132935,0.116129365,0.079084698,0.017561026,0.023071377,0.085264531,0.087152814,0.069866447,0.053816047,0.075273801,0.076732928,0.037988808
Uruguay,0.065515188,0.018344253,0.030256105,0.087313877,0.075282906,0.121024419,0.069207862,0.021203097,0.025729601,0.096962478,0.08147707,0.092555092,0.034187016,0.057534247,0.059916617,0.063490173
Latvia,0.043209877,0.04526749,0.036351166,0.068587106,0.098079561,0.109053498,0.088477366,0.031550069,0.034979424,0.070644719,0.082304527,0.073388203,0.041152263,0.068587106,0.034979424,0.073388203
Afghanistan,0.038202556,0.051119967,0.057166415,0.055517384,0.085474784,0.110897348,0.085887041,0.052906417,0.044386423,0.053593514,0.046172873,0.075855435,0.052631579,0.048234162,0.050845128,0.091108973
Moldova (Republic of),0.043806647,0.065961732,0.044310171,0.058912387,0.112286002,0.10775428,0.101711984,0.02265861,0.03021148,0.055891239,0.063947633,0.08408862,0.029707956,0.059919436,0.032729104,0.086102719
Cote d'Ivoire,0.02303067,0.053120549,0.058742704,0.067226361,0.120220852,0.119250211,0.067566716,0.048015228,0.020912907,0.077953838,0.035031325,0.076365516,0.044447806,0.039052553,0.030354599,0.118708165
Azerbaijan,0.04642272,0.063899508,0.063626434,0.056799563,0.089295467,0.106226106,0.072910978,0.049972693,0.035772802,0.05379574,0.054068815,0.063899508,0.060895685,0.052976516,0.050791917,0.078645549
Algeria,0.031693078,0.055641606,0.065213074,0.040033361,0.107947099,0.12550141,0.083799992,0.037968148,0.03121649,0.057825966,0.055323881,0.089558759,0.037173835,0.049922555,0.043766631,0.087414115
Zimbabwe,0.026781774,0.05108774,0.041464386,0.090862119,0.103413384,0.10799901,0.083068709,0.033412631,0.041862668,0.06399423,0.033767855,0.076480909,0.049290089,0.053466668,0.04078623,0.102261596
Romania,0.045843945,0.045265108,0.034614494,0.061472563,0.097939338,0.12560778,0.093887474,0.028247279,0.023963881,0.067839778,0.076406576,0.079763834,0.034498727,0.059967585,0.03808752,0.086594119
Lithuania,0.046940486,0.037720034,0.031433361,0.060771165,0.083403185,0.116932104,0.086756077,0.038139145,0.036881811,0.065381391,0.066638726,0.083403185,0.046940486,0.0620285,0.043168483,0.093461861
Libya,0.030048608,0.050817499,0.057003977,0.050596553,0.099204596,0.117543084,0.089924878,0.051038445,0.043084401,0.047945205,0.036676977,0.091471498,0.05280601,0.055015466,0.045514803,0.081307998
Mongolia,0.054864446,0.072219912,0.06114115,0.056036602,0.117858358,0.090823156,0.080765304,0.037357734,0.045827504,0.073089575,0.070820887,0.056301282,0.023064998,0.03134571,0.034105948,0.094377434
Greece,0.053039576,0.019311846,0.051135591,0.069087447,0.105807154,0.116415069,0.097783218,0.01999184,0.022167823,0.063239494,0.068407453,0.084319325,0.051135591,0.05249558,0.039167687,0.086495308
Saint Kitts and Nevis,0.036842105,0.031578947,0.026315789,0.068421053,0.110526316,0.105263158,0.105263158,0.026315789,0.021052632,0.078947368,0.073684211,0.089473684,0.031578947,0.078947368,0.031578947,0.084210526
Togo,0.043866775,0.044679123,0.050094774,0.084484159,0.105875982,0.126184674,0.072840509,0.051719469,0.034389385,0.06769564,0.04332521,0.060113729,0.039805037,0.038721906,0.043595992,0.092607636
Thailand,0.038776005,0.061391302,0.049303657,0.062944373,0.084530444,0.116277245,0.091317341,0.06111438,0.04287445,0.068515121,0.059259003,0.066975896,0.035522171,0.043095988,0.050046731,0.068055892
Cabo Verde,0.028270042,0.025949367,0.065822785,0.070675105,0.122151899,0.117510549,0.079113924,0.01835443,0.032489451,0.055274262,0.034388186,0.110548523,0.034810127,0.049578059,0.040084388,0.114978903
Liechtenstein,0.071428571,0.03968254,0.023809524,0.079365079,0.047619048,0.087301587,0.079365079,0.03968254,0.03968254,0.071428571,0.087301587,0.071428571,0.047619048,0.079365079,0.055555556,0.079365079
United Arab Emirates,0.032900433,0.035209235,0.052332852,0.071476671,0.095430495,0.117171717,0.083790284,0.046657047,0.034920635,0.06974507,0.051274651,0.081673882,0.035882636,0.055892256,0.054737855,0.080904281
Turkey,0.04487017,0.026473038,0.03241227,0.053344439,0.089486836,0.117589541,0.098576757,0.028464854,0.02603846,0.059138811,0.076884076,0.074566327,0.061311701,0.076051135,0.065693695,0.069097889
Tonga,0.049242424,0.037878788,0.049242424,0.083333333,0.079545455,0.117424242,0.079545455,0.041666667,0.034090909,0.060606061,0.068181818,0.075757576,0.041666667,0.041666667,0.041666667,0.098484848
Austria,0.071992346,0.015785697,0.030853863,0.095670892,0.06565415,0.119349438,0.080243961,0.02248266,0.024276489,0.074025353,0.078210954,0.065056207,0.06386032,0.081081081,0.068165511,0.043291079
Bahamas,0.036896878,0.044465468,0.056764428,0.070009461,0.077578051,0.10217597,0.083254494,0.043519395,0.042573321,0.078524125,0.052034059,0.076631977,0.044465468,0.059602649,0.061494797,0.070009461
